"","Combo","Count"
"469","loss of individual",1
"470","lot of pain",1
"471","lot of people",1
"472","make the problems",1
"473","more government it",1
"474","more regulation which",1
"475","most americans when",1
"476","need more government",1
"477","not dealing with",1
"478","of all the",3
"479","of individual liberty",1
"480","of pain first",1
"481","of people will",1
"482","on capitalism on",1
"483","on freedom and",1
"484","only make the",1
"485","or it could",1
"486","or the wrong",1
"487","pain first we",1
"488","people will blame",1
"489","peter schiff hard",1
"490","pretty bad for",1
"491","prices will go",1
"492","problem but whether",1
"493","problems we have",1
"494","problems we only",1
"495","regulation that was",1
"496","regulation which would",1
"497","rid of all",1
"498","right or the",1
"499","schiff hard to",1
"500","serious problems we",1
"501","some serious problems",1
"502","stuff it could",1
"503","tell it will",1
"504","that was causing",1
"505","the problem but",1
"506","the problems we",1
"507","the problems worse",1
"508","the regulation that",1
"509","the right or",1
"510","the wrong thing",1
"511","there will be",1
"512","they can afford",1
"513","they will claim",1
"514","thing here in",1
"515","to buy stuff",1
"516","to deal with",1
"517","to get rid",1
"518","to tell it",1
"519","up and they",1
"520","used as an",1
"521","very bad as",1
"522","was causing the",1
"523","way up and",1
"524","we are not",1
"525","we got some",1
"526","we have to",1
"527","we need more",1
"528","we only make",1
"529","we will do",1
"530","when prices will",1
"531","whether we will",1
"532","which would be",1
"533","will be a",1
"534","will blame it",1
"535","will claim we",1
"536","will do the",1
"537","will go way",1
"538","will look pretty",1
"539","with but we",1
"540","with the problems",1
"541","would be a",1
"542","wrong thing here",1
"543","a result get",1
"544","a time for",1
"545","a time of",1
"546","a tremendously creative",1
"547","about by winter",1
"548","about whatever concerns",1
"549","all kinds to",1
"550","all sleeps on",1
"551","also a tremendously",1
"552","an image of",1
"553","an imbalanced situation",1
"554","and as a",1
"555","and designs brought",1
"556","and designs we",1
"557","and ideas that",1
"558","and to seek",1
"559","answers for yourself",1
"560","artists of all",1
"561","as a result",1
"562","ask that you",1
"563","balance can be",1
"564","balance coming to",1
"565","be presented those",1
"566","being winter is",1
"567","best time to",1
"568","brought about by",1
"569","by winter white",1
"570","can be presented",1
"571","challenge you to",1
"572","changes will manifest",1
"573","chosen so that",1
"574","come up with",1
"575","coming to an",1
"576","concerns you it",1
"577","contact with your",1
"578","creative time a",1
"579","designs brought about",1
"580","designs we would",1
"581","do so to",1
"582","do this and",1
"583","do this in",1
"584","for artists of",1
"585","for yourself about",1
"586","forms he or",1
"587","get answers for",1
"588","he or she",1
"589","i winter is",1
"590","ideas that will",1
"591","image of balance",1
"592","images and designs",1
"593","images of forms",1
"594","images you produce",1
"595","imbalanced situation person",1
"596","in the images",1
"597","in whatever medium",1
"598","in your own",1
"599","innermost being winter",1
"600","is a time",1
"601","is also a",1
"602","is the best",1
"603","is the time",1
"604","it is a",1
"605","it is also",1
"606","kinds to turn",1
"607","level it is",1
"608","like priscilla work",1
"609","make contact with",1
"610","making patterns and",1
"611","manifest in the",1
"612","medium chosen so",1
"613","of all kinds",1
"614","of balance can",1
"615","of balance coming",1
"616","of forms he",1
"617","of turning within",1
"618","of you that",1
"619","of you who",1
"620","on some level",1
"621","or she wishes",1
"622","or world to",1
"623","own innermost being",1
"624","patterns and designs",1
"625","person or world",1
"626","plots and ideas",1
"627","presented those of",1
"628","priscilla work with",1
"629","produce in whatever",1
"630","produce we ask",1
"631","remember the images",1
"632","result get answers",1
"633","say remember the",1
"634","see what changes",1
"635","seek images of",1
"636","she wishes to",1
"637","situation person or",1
"638","sleeps on some",1
"639","so that an",1
"640","so to come",1
"641","some level it",1
"642","speak of balance",1
"643","suggest that you",1
"644","that an image",1
"645","that will speak",1
"646","that write we",1
"647","that you do",2
"648","the best time",1
"649","the images and",1
"650","the images you",1
"651","the time when",1
"652","this and as",1
"653","this in your",1
"654","those of you",2
"655","time a time",1
"656","time for artists",1
"657","time of turning",1
"658","time to do",1
"659","time when all",1
"660","to an imbalanced",1
"661","to come up",1
"662","to do this",1
"663","to make contact",1
"664","to produce in",1
"665","to see what",1
"666","to seek images",1
"667","to those of",1
"668","to turn within",1
"669","tremendously creative time",1
"670","turn within and",1
"671","turning within to",1
"672","up with plots",1
"673","we ask that",1
"674","we suggest that",1
"675","we would say",1
"676","what changes will",1
"677","whatever concerns you",1
"678","whatever medium chosen",1
"679","when all sleeps",1
"680","white will challenge",1
"681","who like priscilla",1
"682","will challenge you",1
"683","will manifest in",1
"684","will speak of",1
"685","winter is the",2
"686","winter white will",1
"687","wishes to produce",1
"688","with making patterns",1
"689","with plots and",1
"690","with your own",1
"691","within and to",1
"692","within to make",1
"693","work with making",1
"694","world to those",1
"695","would say remember",1
"696","write we suggest",1
"697","you do so",1
"698","you do this",1
"699","you it is",1
"700","you produce we",1
"701","you that write",1
"702","you to see",1
"703","you who like",1
"704","your own environment",1
"705","your own innermost",1
"706","yourself about whatever",1
"707","a bad thing",1
"708","a job needs",1
"709","a tourist town",1
"710","again i months",1
"711","always a job",1
"712","am route to",1
"713","and sea too",1
"714","and sun and",1
"715","back from i",1
"716","bad thing moved",1
"717","before i retreat",1
"718","bills before i",1
"719","bringing my stuff",1
"720","cancel bills before",1
"721","cornwall again i",1
"722","doing in a",1
"723","friday will need",1
"724","from i on",1
"725","from millies that",1
"726","i am route",1
"727","i months of",1
"728","i on friday",1
"729","i retreat not",1
"730","im bringing my",1
"731","in a tourist",1
"732","job needs doing",1
"733","leeds with promise",1
"734","millies that went",1
"735","months of slog",1
"736","moved to leeds",1
"737","my stuff back",1
"738","need to cancel",1
"739","needs doing in",1
"740","not such a",1
"741","nowhere move on",1
"742","of slog and",1
"743","on friday will",1
"744","promise from millies",1
"745","retreat not such",1
"746","route to cornwall",1
"747","sea too always",1
"748","slog and sun",1
"749","stuff back from",1
"750","such a bad",1
"751","sun and sea",1
"752","that went nowhere",1
"753","thing moved to",1
"754","to cancel bills",1
"755","to cornwall again",1
"756","to leeds with",1
"757","too always a",1
"758","tourist town im",1
"759","town im bringing",1
"760","went nowhere move",1
"761","will need to",1
"762","with promise from",1
"763","and dark with",1
"764","and for goodness",1
"765","and no sweetener",1
"766","assam no waffling",1
"767","dark with no",1
"768","do that to",1
"769","for goodness sake",1
"770","frills and for",1
"771","fruit mixers and",1
"772","goodness sake no",1
"773","herby frills and",1
"774","i want it",1
"775","it strong and",1
"776","large leaf assam",1
"777","leaf assam no",1
"778","leaf thank you",1
"779","mixers and no",1
"780","no fruit mixers",1
"781","no herby frills",1
"782","no sweetener why",1
"783","no waffling with",1
"784","pure large leaf",1
"785","sake no fruit",1
"786","strong and dark",1
"787","sweetener why would",1
"788","thank you i",1
"789","that to tea",1
"790","the leaf thank",1
"791","waffling with the",1
"792","want it strong",1
"793","why would you",1
"794","with no herby",1
"795","with the leaf",1
"796","would you do",1
"797","you do that",1
"798","you i want",1
"799","a planning condition",1
"800","again was ignore",1
"801","all lighting including",1
"802","also mention the",1
"803","an issue we",1
"804","and when necessary",1
"805","appropriate times and",1
"806","at appropriate times",1
"807","be the subject",1
"808","by lancing parish",1
"809","condition to ensure",1
"810","council the use",1
"811","dark skies of",1
"812","dome should be",1
"813","effect on the",1
"814","ensure that it",1
"815","football pitch dome",1
"816","ignore by lancing",1
"817","in our report",1
"818","including that of",1
"819","indoor football pitch",1
"820","is only utilised",1
"821","issue we raised",1
"822","it is only",1
"823","lancing parish council",1
"824","lighting including that",1
"825","mention the effect",1
"826","necessary to safeguard",1
"827","night sky an",1
"828","of a planning",1
"829","of all lighting",1
"830","of the adjacent",1
"831","of the indoor",1
"832","on the night",1
"833","only utilised at",1
"834","our report which",1
"835","parish council the",1
"836","pitch dome should",1
"837","planning condition to",1
"838","raised in our",1
"839","report which again",1
"840","safeguard the dark",1
"841","should be the",1
"842","skies of the",1
"843","sky an issue",1
"844","subject of a",1
"845","that it is",1
"846","that of the",1
"847","the adjacent np",1
"848","the also mention",1
"849","the dark skies",1
"850","the effect on",1
"851","the indoor football",1
"852","the night sky",1
"853","the subject of",1
"854","the use of",1
"855","times and when",1
"856","to ensure that",1
"857","to safeguard the",1
"858","use of all",1
"859","utilised at appropriate",1
"860","was ignore by",1
"861","we raised in",1
"862","when necessary to",1
"863","which again was",1
"864","contracts worth over",1
"865","i million ringgit",1
"866","over i million",1
"867","state contracts worth",1
"868","worth over i",1
"869","are unknowing transformers",1
"870","by your own",1
"871","fairytale by love",1
"872","like you are",1
"873","of things protected",1
"874","own fairytale by",1
"875","people like you",1
"876","protected by your",1
"877","things protected by",1
"878","transformers of things",1
"879","unknowing transformers of",1
"880","you are unknowing",1
"881","your own fairytale",1
"882","a few people",1
"883","able to skip",1
"884","about i or",1
"885","all phenomenal for",1
"886","amazing bunch owing",1
"887","an amazing bunch",1
"888","and a few",1
"889","and remaining so",1
"890","and supportive they",1
"891","and very few",1
"892","area were able",1
"893","around the course",1
"894","astounding though was",1
"895","being out in",1
"896","bunch owing to",1
"897","cheery and supportive",1
"898","closed roads meant",1
"899","course and a",1
"900","course and very",1
"901","few closed roads",1
"902","few people were",1
"903","for being out",1
"904","for so long",1
"905","from the marshals",1
"906","i or i",1
"907","i they were",1
"908","i times which",1
"909","in the rain",1
"910","knew the area",1
"911","long and remaining",1
"912","marshals i they",1
"913","meant that supporters",1
"914","nature of the",1
"915","of the course",1
"916","one thing that",1
"917","or i times",1
"918","out in the",1
"919","owing to the",1
"920","people were seen",1
"921","phenomenal for being",1
"922","rain for so",1
"923","remaining so cheery",1
"924","roads meant that",1
"925","seen about i",1
"926","skip around the",1
"927","so cheery and",1
"928","so long and",1
"929","support from the",1
"930","supporters who knew",1
"931","supportive they were",1
"932","that supporters who",1
"933","that was astounding",1
"934","the area were",1
"935","the course and",2
"936","the marshals i",1
"937","the nature of",1
"938","the one thing",1
"939","the rain for",1
"940","the support from",1
"941","they were all",1
"942","they were an",1
"943","thing that was",1
"944","though was the",1
"945","times which was",1
"946","to skip around",1
"947","to the nature",1
"948","very few closed",1
"949","was also super",1
"950","was astounding though",1
"951","was the support",1
"952","were able to",1
"953","were all phenomenal",1
"954","were an amazing",1
"955","were seen about",1
"956","which was also",1
"957","who knew the",1
"958","a joy to",1
"959","an end to",1
"960","attend our friend",1
"961","end to years",1
"962","friend kendra wedding",1
"963","i such a",1
"964","joy to watch",1
"965","kendra wedding i",1
"966","our friend kendra",1
"967","people see an",1
"968","see an end",1
"969","such a joy",1
"970","to watch people",1
"971","to years of",1
"972","watch people see",1
"973","we attend our",1
"974","wedding i such",1
"975","years of waiting",1
"976","a car on",1
"977","a colorful resident",1
"978","a journalist who",1
"979","a memorable character",1
"980","a mute boy",1
"981","a neighbor recommended",1
"982","a small georgia",1
"983","a train hit",1
"984","adopted by unc",1
"985","although he was",1
"986","and killed his",1
"987","and kind heart",1
"988","and was adopted",1
"989","another orphan this",1
"990","anything by martin",1
"991","author fireflies is",1
"992","before a train",1
"993","before although he",1
"994","boy pushed out",1
"995","by charles martin",1
"996","by martin before",1
"997","by unc a",1
"998","car on train",1
"999","character chase is",1
"1000","charles martin i",1
"1001","chase a journalist",1
"1002","chase is investigating",1
"1003","chasing fireflies by",1
"1004","colorful resident of",1
"1005","favorite author fireflies",1
"1006","fireflies by charles",1
"1007","fireflies is the",1
"1008","georgia town whose",1
"1009","he was this",1
"1010","heart make him",1
"1011","him a memorable",1
"1012","his loser custodial",1
"1013","his parents and",1
"1014","hit and killed",1
"1015","i never read",1
"1016","investigating the story",1
"1017","is investigating the",1
"1018","is the story",1
"1019","journalist who never",1
"1020","just before a",1
"1021","killed his loser",1
"1022","kind heart make",1
"1023","knew his parents",1
"1024","loser custodial parent",1
"1025","make him a",1
"1026","martin before although",1
"1027","martin i never",1
"1028","memorable character chase",1
"1029","mute boy pushed",1
"1030","neighbor favorite author",1
"1031","neighbor recommended chasing",1
"1032","never knew his",1
"1033","never read anything",1
"1034","of a car",1
"1035","of a small",1
"1036","of another orphan",1
"1037","of chase a",1
"1038","on train tracks",1
"1039","one a mute",1
"1040","orphan this one",1
"1041","out of a",1
"1042","parents and was",1
"1043","pushed out of",1
"1044","read anything by",1
"1045","recommended chasing fireflies",1
"1046","resident of a",1
"1047","sayings and kind",1
"1048","small georgia town",1
"1049","story of another",1
"1050","story of chase",1
"1051","the story of",2
"1052","this neighbor favorite",1
"1053","this one a",1
"1054","town whose sayings",1
"1055","tracks just before",1
"1056","train hit and",1
"1057","train tracks just",1
"1058","unc a colorful",1
"1059","was adopted by",1
"1060","was this neighbor",1
"1061","who never knew",1
"1062","whose sayings and",1
"1063","by ellen hopkins",1
"1064","ellen hopkins p",1
"1065","fallout by ellen",1
"1066","a midsized to",1
"1067","a populated area",1
"1068","again obama et",1
"1069","al refuse to",1
"1070","announces that the",1
"1071","area with no",1
"1072","atomic bombs that",1
"1073","be detonated in",1
"1074","bombs that ended",1
"1075","city tens of",1
"1076","detonated in a",2
"1077","device is detonated",1
"1078","device will be",1
"1079","die think the",1
"1080","either obamacongress etc",1
"1081","et al refuse",1
"1082","etc give in",1
"1083","give in or",1
"1084","group announces that",1
"1085","in a midsized",1
"1086","in a populated",1
"1087","in or more",1
"1088","is detonated in",1
"1089","likely refuse the",1
"1090","major city tens",1
"1091","midsized to major",1
"1092","more likely refuse",1
"1093","next device will",1
"1094","no warning again",1
"1095","obama et al",1
"1096","obamacongress etc give",1
"1097","of thousands die",1
"1098","or more likely",1
"1099","populated area with",1
"1100","refuse the group",1
"1101","refuse to submit",1
"1102","submit this time",1
"1103","tens of thousands",1
"1104","that ended wwii",1
"1105","that the next",1
"1106","the atomic bombs",1
"1107","the device is",1
"1108","the group announces",1
"1109","the next device",1
"1110","think the atomic",1
"1111","this time the",1
"1112","thousands die think",1
"1113","time the device",1
"1114","to major city",1
"1115","to submit this",1
"1116","warning again obama",1
"1117","will be detonated",1
"1118","with no warning",1
"1119","a bit later",1
"1120","a bit nervewrecking",1
"1121","a clash of",1
"1122","a few liberties",1
"1123","a few stories",1
"1124","a long time",1
"1125","a month for",1
"1126","a new job",1
"1127","about tolkien and",1
"1128","all is good",1
"1129","all my fears",1
"1130","am happy with",1
"1131","am just not",1
"1132","am loving a",1
"1133","an opportunity to",1
"1134","and enjoy a",1
"1135","and his writing",1
"1136","and i have",1
"1137","and if all",1
"1138","and margarita is",1
"1139","and thats a",1
"1140","and the quality",1
"1141","april gave me",1
"1142","april was a",1
"1143","as for reading",1
"1144","as i find",1
"1145","as you will",1
"1146","be graduating in",1
"1147","be returning to",1
"1148","been working for",1
"1149","began moving in",1
"1150","began several hefty",1
"1151","beginnings firstly i",1
"1152","bit nervewrecking as",1
"1153","books the last",1
"1154","books ve picked",1
"1155","boyfriend of four",1
"1156","business degree ve",1
"1157","but i have",1
"1158","clash of kings",1
"1159","concerning the plot",1
"1160","considering all my",1
"1161","degree ve been",1
"1162","easy to read",1
"1163","enjoy a few",1
"1164","even though this",1
"1165","exams and if",1
"1166","experience for later",1
"1167","far and the",1
"1168","fears about tolkien",1
"1169","feels weird to",1
"1170","fellowship of the",1
"1171","few liberties concerning",1
"1172","few stories as",1
"1173","finally began moving",1
"1174","finally finished my",1
"1175","finally mine so",1
"1176","find that i",2
"1177","finished much but",1
"1178","finished my exams",1
"1179","first russian novel",1
"1180","firstly i finally",1
"1181","for a new",1
"1182","for four years",1
"1183","for it i",1
"1184","for later as",1
"1185","for new beginnings",1
"1186","for reading books",1
"1187","four years and",1
"1188","four years is",1
"1189","gave me an",1
"1190","good ill be",1
"1191","graduating in may",1
"1192","had to postpone",1
"1193","happy with the",1
"1194","have not finished",1
"1195","have successfully began",1
"1196","have to say",1
"1197","hefty novels i",1
"1198","his writing i",1
"1199","i am happy",1
"1200","i am just",1
"1201","i am loving",1
"1202","i finally began",1
"1203","i finally finished",1
"1204","i find that",1
"1205","i had to",1
"1206","i have not",1
"1207","i have successfully",1
"1208","i have to",1
"1209","i should be",1
"1210","if all is",1
"1211","ill be graduating",1
"1212","im in the",1
"1213","in a long",1
"1214","in may it",1
"1215","in the mood",1
"1216","in the process",1
"1217","in with my",1
"1218","is finally mine",1
"1219","is good ill",1
"1220","is my first",1
"1221","is surprisingly easy",1
"1222","it a bit",1
"1223","it i should",1
"1224","it still feels",1
"1225","its surprisingly refreshing",1
"1226","job secondly i",1
"1227","just not in",1
"1228","kings even though",1
"1229","know that the",2
"1230","last week of",1
"1231","later as i",1
"1232","liberties concerning the",1
"1233","long time and",1
"1234","looking for a",1
"1235","loving a clash",1
"1236","made so far",1
"1237","margarita is my",1
"1238","master and margarita",1
"1239","may it still",1
"1240","me an opportunity",1
"1241","mine so now",1
"1242","month for new",1
"1243","mood for it",1
"1244","moving in with",1
"1245","much but i",1
"1246","my boyfriend of",1
"1247","my exams and",1
"1248","my fears about",1
"1249","my first russian",1
"1250","my virginia woolf",1
"1251","nervewrecking as for",1
"1252","new beginnings firstly",1
"1253","new job secondly",1
"1254","not finished much",1
"1255","not in the",1
"1256","novel in a",1
"1257","novels i am",1
"1258","now im in",1
"1259","of april gave",1
"1260","of books ve",1
"1261","of four years",1
"1262","of kings even",1
"1263","of looking for",1
"1264","of the ring",1
"1265","opportunity to relax",1
"1266","picked to read",1
"1267","plot master and",1
"1268","postpone my virginia",1
"1269","process of looking",1
"1270","progress ve made",1
"1271","quality of books",1
"1272","read considering all",1
"1273","read the fellowship",1
"1274","reading books the",1
"1275","refreshing i had",1
"1276","relax and enjoy",1
"1277","returning to it",1
"1278","ring is surprisingly",1
"1279","russian novel in",1
"1280","say its surprisingly",1
"1281","season took a",1
"1282","secondly i finally",1
"1283","see i have",1
"1284","several hefty novels",1
"1285","should be returning",1
"1286","so far and",1
"1287","so now im",1
"1288","still feels weird",1
"1289","stories as you",1
"1290","successfully began several",1
"1291","surprisingly easy to",1
"1292","surprisingly refreshing i",1
"1293","that i am",1
"1294","that the business",1
"1295","thats a bit",1
"1296","the business degree",1
"1297","the fellowship of",1
"1298","the last week",1
"1299","the mood for",1
"1300","the plot master",1
"1301","the process of",1
"1302","the progress ve",1
"1303","the quality of",1
"1304","the ring is",1
"1305","this season took",1
"1306","though this season",1
"1307","time and i",1
